RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31
394995,115,"Port St. Lucie, FL",msa,FL,59.0,60.0,65.0,68.0,71.0,71.0,72.0,73.0,73.0,73.0,77.0,82.0,86.0,88.0,88.0,85.0,81.0,79.0,82.0,87.0,88.0,92.0,91.0,90.0,88.0,87.0,87.0,88.0,88.0,84.0,78.0,74.0,69.0,62.0,60.0,57.0,53.0,41.0,33.0,24.0,21.0,20.0,20.0,21.0,23.0,24.0,24.0,24.0,22.0,20.0,18.0,18.0,19.0,23.0,29.0,36.0,42.0,47.0,51.0,55.0,57.0,56.0,53.0,51.0,49.0,48.0,47.0,47.0,49.0,52.0,57.0,62.0,66.0,68.0,69.0,67.0,69.0,70.0,74.0,75.0,75.0,81.0,85.0,89.0,88.0,90.0,90.0,91.0,92.0,92.0,94.0,92.0,97.0,98.0,102.0
395146,145,"Tallahassee, FL",msa,FL,50.0,49.0,46.0,46.0,45.0,49.0,51.0,62.0,71.0,76.0,74.0,69.0,64.0,57.0,54.0,51.0,49.0,51.0,54.0,55.0,57.0,63.0,67.0,67.0,61.0,54.0,50.0,46.0,50.0,48.0,48.0,44.0,44.0,43.0,45.0,43.0,40.0,34.0,26.0,21.0,19.0,21.0,23.0,27.0,30.0,34.0,36.0,37.0,29.0,23.0,16.0,15.0,16.0,21.0,25.0,29.0,30.0,32.0,38.0,42.0,42.0,35.0,30.0,26.0,25.0,27.0,28.0,31.0,30.0,35.0,38.0,44.0,42.0,40.0,37.0,37.0,38.0,41.0,46.0,51.0,54.0,61.0,66.0,66.0,59.0,52.0,48.0,51.0,54.0,57.0,60.0,63.0,71.0,72.0,73.0
394901,147,"Naples, FL",msa,FL,75.0,81.0,88.0,90.0,94.0,99.0,103.0,106.0,107.0,109.0,113.0,116.0,115.0,115.0,118.0,121.0,122.0,122.0,126.0,124.0,123.0,123.0,124.0,124.0,117.0,116.0,117.0,119.0,120.0,115.0,114.0,109.0,104.0,95.0,89.0,83.0,,,,,24.0,24.0,24.0,25.0,24.0,26.0,26.0,25.0,22.0,18.0,18.0,21.0,26.0,33.0,40.0,47.0,51.0,53.0,53.0,54.0,54.0,55.0,55.0,56.0,58.0,61.0,65.0,65.0,65.0,66.0,68.0,70.0,70.0,73.0,78.0,86.0,93.0,96.0,102.0,101.0,100.0,99.0,100.0,104.0,103.0,105.0,108.0,115.0,123.0,131.0,133.0,130.0,123.0,118.0,115.0
394927,149,"Ocala, FL",msa,FL,59.0,61.0,62.0,63.0,62.0,63.0,66.0,67.0,68.0,68.0,71.0,70.0,69.0,67.0,72.0,71.0,69.0,67.0,69.0,68.0,68.0,69.0,74.0,73.0,68.0,64.0,60.0,64.0,63.0,62.0,53.0,45.0,41.0,41.0,45.0,46.0,44.0,36.0,28.0,23.0,19.0,21.0,20.0,22.0,21.0,24.0,27.0,28.0,27.0,22.0,20.0,19.0,21.0,24.0,28.0,33.0,37.0,42.0,49.0,55.0,58.0,58.0,55.0,55.0,54.0,52.0,49.0,48.0,50.0,54.0,59.0,65.0,68.0,68.0,67.0,68.0,68.0,73.0,71.0,75.0,75.0,83.0,87.0,91.0,89.0,85.0,82.0,81.0,82.0,83.0,86.0,89.0,91.0,96.0,99.0
394622,155,"Gainesville, FL",msa,FL,47.0,47.0,43.0,42.0,45.0,52.0,60.0,68.0,75.0,76.0,79.0,75.0,70.0,61.0,55.0,54.0,54.0,59.0,64.0,66.0,64.0,63.0,64.0,61.0,51.0,46.0,48.0,54.0,52.0,52.0,49.0,46.0,44.0,47.0,51.0,51.0,47.0,40.0,30.0,21.0,19.0,20.0,24.0,28.0,31.0,35.0,37.0,35.0,30.0,23.0,18.0,16.0,18.0,23.0,28.0,31.0,37.0,42.0,49.0,50.0,49.0,44.0,39.0,34.0,32.0,32.0,37.0,40.0,41.0,40.0,48.0,53.0,55.0,49.0,44.0,45.0,49.0,58.0,65.0,69.0,72.0,73.0,78.0,76.0,74.0,65.0,63.0,63.0,65.0,69.0,74.0,79.0,79.0,81.0,84.0
753875,176,"Crestview, FL",msa,FL,79.0,73.0,71.0,63.0,69.0,69.0,73.0,75.0,79.0,81.0,81.0,80.0,78.0,72.0,65.0,61.0,61.0,62.0,64.0,68.0,69.0,74.0,74.0,76.0,69.0,64.0,66.0,72.0,75.0,71.0,63.0,66.0,63.0,63.0,58.0,57.0,47.0,36.0,33.0,30.0,28.0,23.0,24.0,28.0,32.0,34.0,36.0,33.0,28.0,21.0,17.0,18.0,22.0,27.0,33.0,38.0,44.0,51.0,58.0,59.0,60.0,57.0,57.0,56.0,56.0,58.0,61.0,65.0,69.0,72.0,76.0,80.0,79.0,75.0,75.0,78.0,84.0,82.0,88.0,89.0,97.0,102.0,114.0,115.0,111.0,101.0,98.0,97.0,101.0,105.0,108.0,115.0,118.0,124.0,127.0
395009,237,"Punta Gorda, FL",msa,FL,57.0,61.0,65.0,68.0,72.0,73.0,71.0,73.0,72.0,72.0,71.0,72.0,81.0,85.0,90.0,86.0,86.0,83.0,82.0,79.0,77.0,77.0,77.0,80.0,80.0,75.0,74.0,76.0,80.0,77.0,69.0,60.0,56.0,53.0,52.0,49.0,44.0,36.0,25.0,20.0,18.0,19.0,19.0,21.0,25.0,26.0,29.0,28.0,27.0,24.0,23.0,25.0,28.0,31.0,34.0,41.0,43.0,47.0,45.0,49.0,49.0,50.0,50.0,49.0,53.0,59.0,67.0,71.0,69.0,70.0,74.0,79.0,82.0,86.0,87.0,91.0,93.0,98.0,96.0,100.0,97.0,99.0,94.0,94.0,90.0,90.0,97.0,106.0,116.0,118.0,118.0,112.0,107.0,106.0,109.0
394960,242,"Panama City, FL",msa,FL,62.0,60.0,61.0,63.0,64.0,67.0,69.0,72.0,79.0,81.0,86.0,89.0,81.0,76.0,65.0,63.0,69.0,68.0,78.0,73.0,85.0,86.0,94.0,86.0,97.0,92.0,95.0,91.0,94.0,93.0,86.0,77.0,81.0,76.0,81.0,73.0,69.0,57.0,43.0,33.0,24.0,23.0,24.0,28.0,33.0,35.0,37.0,34.0,28.0,24.0,23.0,23.0,28.0,33.0,40.0,44.0,48.0,56.0,64.0,71.0,70.0,67.0,60.0,59.0,62.0,70.0,72.0,72.0,70.0,74.0,80.0,84.0,87.0,87.0,85.0,84.0,82.0,87.0,89.0,95.0,98.0,104.0,104.0,108.0,106.0,105.0,99.0,102.0,108.0,113.0,112.0,113.0,112.0,119.0,121.0
395079,274,"Sebastian, FL",msa,FL,60.0,63.0,71.0,78.0,91.0,98.0,104.0,100.0,98.0,99.0,103.0,105.0,102.0,101.0,107.0,107.0,115.0,106.0,117.0,115.0,132.0,134.0,134.0,124.0,119.0,119.0,118.0,124.0,128.0,130.0,119.0,108.0,102.0,90.0,84.0,81.0,71.0,56.0,38.0,32.0,29.0,23.0,25.0,24.0,25.0,25.0,26.0,27.0,23.0,19.0,16.0,17.0,20.0,24.0,29.0,34.0,41.0,46.0,52.0,55.0,55.0,55.0,56.0,57.0,54.0,51.0,49.0,51.0,58.0,65.0,71.0,67.0,64.0,60.0,61.0,65.0,72.0,80.0,85.0,82.0,82.0,86.0,94.0,95.0,94.0,94.0,94.0,94.0,94.0,96.0,96.0,98.0,95.0,98.0,98.0
394685,289,"Homosassa Springs, FL",msa,FL,62.0,63.0,64.0,65.0,67.0,65.0,65.0,63.0,66.0,72.0,76.0,78.0,78.0,85.0,90.0,91.0,86.0,79.0,78.0,76.0,74.0,77.0,79.0,82.0,77.0,77.0,79.0,80.0,77.0,70.0,58.0,46.0,42.0,43.0,47.0,46.0,42.0,32.0,26.0,20.0,20.0,19.0,21.0,21.0,24.0,25.0,28.0,26.0,25.0,22.0,21.0,19.0,21.0,25.0,30.0,35.0,40.0,44.0,48.0,53.0,56.0,56.0,55.0,55.0,54.0,47.0,44.0,43.0,49.0,53.0,61.0,64.0,67.0,66.0,67.0,69.0,70.0,69.0,72.0,75.0,76.0,79.0,83.0,89.0,84.0,79.0,76.0,79.0,88.0,96.0,94.0,88.0,85.0,95.0,102.0
395153,329,"The Villages, FL",msa,FL,58.0,56.0,53.0,48.0,51.0,55.0,60.0,59.0,56.0,58.0,70.0,78.0,78.0,69.0,64.0,65.0,66.0,63.0,59.0,55.0,58.0,57.0,54.0,52.0,53.0,56.0,59.0,55.0,56.0,55.0,55.0,52.0,53.0,53.0,56.0,58.0,53.0,46.0,32.0,26.0,23.0,21.0,21.0,19.0,22.0,24.0,26.0,27.0,26.0,23.0,23.0,23.0,28.0,32.0,36.0,37.0,44.0,54.0,62.0,63.0,60.0,58.0,60.0,55.0,52.0,48.0,51.0,52.0,50.0,52.0,56.0,57.0,58.0,54.0,54.0,58.0,60.0,64.0,65.0,70.0,78.0,81.0,82.0,79.0,71.0,71.0,68.0,72.0,75.0,80.0,83.0,80.0,75.0,72.0,75.0
395080,390,"Sebring, FL",msa,FL,59.0,55.0,59.0,60.0,65.0,70.0,68.0,64.0,57.0,69.0,78.0,81.0,75.0,77.0,80.0,81.0,83.0,84.0,78.0,73.0,76.0,88.0,85.0,79.0,76.0,79.0,77.0,77.0,75.0,73.0,65.0,58.0,49.0,45.0,42.0,44.0,43.0,40.0,32.0,28.0,24.0,25.0,24.0,27.0,29.0,31.0,33.0,34.0,33.0,29.0,26.0,25.0,27.0,31.0,35.0,38.0,40.0,41.0,47.0,47.0,50.0,46.0,52.0,54.0,59.0,58.0,54.0,54.0,58.0,64.0,63.0,64.0,65.0,63.0,64.0,64.0,73.0,77.0,77.0,79.0,75.0,83.0,78.0,83.0,77.0,81.0,81.0,87.0,86.0,90.0,94.0,95.0,96.0,95.0,102.0
394744,442,"Key West, FL",msa,FL,,,,,,130.0,134.0,136.0,146.0,142.0,137.0,140.0,157.0,172.0,166.0,186.0,173.0,169.0,166.0,171.0,188.0,181.0,183.0,174.0,161.0,175.0,210.0,258.0,251.0,228.0,187.0,180.0,187.0,190.0,186.0,147.0,118.0,102.0,82.0,72.0,58.0,55.0,51.0,51.0,51.0,52.0,53.0,58.0,55.0,49.0,43.0,40.0,43.0,46.0,52.0,57.0,64.0,73.0,84.0,84.0,86.0,84.0,83.0,87.0,88.0,98.0,93.0,84.0,81.0,84.0,91.0,94.0,93.0,100.0,100.0,107.0,114.0,120.0,127.0,132.0,143.0,135.0,132.0,125.0,124.0,124.0,127.0,137.0,131.0,144.0,152.0,154.0,149.0,147.0,147.0
394955,479,"Palatka, FL",msa,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
394764,489,"Lake City, FL",msa,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,52.0,68.0,98.0,109.0,100.0,84.0,81.0,79.0,71.0,62.0,57.0,75.0,80.0,113.0,101.0,98.0,78.0,73.0,79.0,79.0,84.0,94.0,92.0,94.0,83.0,85.0,95.0
